Zip,Age,Workclass,Education,Marital Status,Occupation,Relationship,Race,Sex,Hours per week,Country
57951,45,Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,Black,Female,40,United-States
31133,25,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,20,United-States
50229,52,Private,Assoc-voc,Divorced,Other-service,Not-in-family,White,Male,32,United-States
6126,32,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,50,United-States
79009,57,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,United-States
87463,40,Private,Assoc-acdm,Never-married,Other-service,Other-relative,White,Male,25,United-States
7217,80,Self-emp-not-inc,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,20,United-States
54133,61,Private,11th,Widowed,Handlers-cleaners,Not-in-family,White,Female,30,United-States
4638,36,Private,11th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States
54674,22,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,50,United-States
79359,23,Private,11th,Never-married,Other-service,Other-relative,White,Male,40,Philippines
76694,69,Private,HS-grad,Widowed,Adm-clerical,Unmarried,White,Female,12,United-States
70749,43,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,40,Vietnam
68574,77,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,United-States
23863,33,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,45,United-States
59432,19,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,45,Mexico
32949,40,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States
49346,34,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States
75238,38,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,United-States
67420,23,Private,HS-grad,Never-married,Machine-op-inspct,Unmarried,Black,Female,40,United-States
13914,46,Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Female,47,Cuba
85516,55,Self-emp-not-inc,Prof-school,Divorced,Prof-specialty,Not-in-family,White,Female,35,United-States
70803,41,Private,HS-grad,Separated,Adm-clerical,Unmarried,White,Female,40,United-States
87604,47,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States
3101,22,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,35,United-States
71538,50,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,Germany
4034,36,Private,Some-college,Never-married,Craft-repair,Own-child,White,Male,60,United-States
87556,22,Federal-gov,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States
47773,18,Private,11th,Never-married,Sales,Own-child,White,Female,30,United-States
94543,35,Private,Bachelors,Never-married,Other-service,Not-in-family,White,Male,37,United-States
55160,37,Private,Bachelors,Separated,Other-service,Not-in-family,White,Male,70,England
20083,43,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States
61253,44,Private,Some-college,Divorced,Sales,Not-in-family,White,Male,40,United-States
32880,48,Self-emp-inc,Doctorate,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States
10396,48,Local-gov,Masters,Never-married,Prof-specialty,Unmarried,White,Female,40,United-States
70796,20,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States
56053,33,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States
82556,46,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,50,United-States
78410,35,Private,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,55,United-States
60031,41,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,El-Salvador
32791,35,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States
46689,58,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,65,United-States
65755,31,Private,Assoc-acdm,Divorced,Other-service,Not-in-family,White,Female,32,United-States
75076,29,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
32541,31,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States
73372,32,Private,Masters,Never-married,Exec-managerial,Not-in-family,White,Female,60,United-States
47728,28,Private,10th,Never-married,Machine-op-inspct,Unmarried,White,Female,40,United-States
75973,20,Private,Assoc-voc,Never-married,Machine-op-inspct,Unmarried,White,Female,40,United-States
96584,26,Private,11th,Never-married,Farming-fishing,Not-in-family,White,Male,50,United-States
23080,52,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States
98428,35,Private,Assoc-voc,Divorced,Prof-specialty,Own-child,Black,Male,40,United-States
86672,21,Private,HS-grad,Never-married,Adm-clerical,Own-child,Black,Female,35,Jamaica
53456,25,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,65,United-States
830,24,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
97491,54,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States
62023,53,Local-gov,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
8726,52,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,40,United-States
87577,44,Local-gov,Assoc-acdm,Married-civ-spouse,Farming-fishing,Husband,White,Male,30,United-States
21738,35,Self-emp-not-inc,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States
19368,41,Self-emp-not-inc,HS-grad,Divorced,Sales,Not-in-family,White,Male,45,United-States
83266,36,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,80,United-States
66416,53,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,Greece
81347,41,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
6152,50,Private,Doctorate,Divorced,Prof-specialty,Other-relative,White,Male,50,United-States
97980,45,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,United-States
55542,31,Private,1st-4th,Never-married,Handlers-cleaners,Not-in-family,White,Male,37,Mexico
8555,46,Local-gov,12th,Married-civ-spouse,Other-service,Husband,White,Male,35,United-States
10419,40,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States
51615,54,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Black,Male,20,United-States
89370,56,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48,United-States
54924,54,Private,HS-grad,Divorced,Other-service,Unmarried,White,Male,32,United-States
68159,35,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,35,United-States
133,50,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,43,United-States
58330,37,Private,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States
54238,31,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,30,United-States
1035,38,Private,12th,Never-married,Other-service,Unmarried,White,Female,17,United-States
54074,39,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,72,United-States
78722,49,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,65,United-States
31925,45,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Female,40,United-States
40677,67,State-gov,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States
64309,23,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,50,United-States
53300,31,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,50,United-States
52961,52,Private,10th,Married-civ-spouse,Other-service,Wife,White,Female,35,United-States
47362,18,Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,30,United-States
57600,72,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States
65730,67,Private,HS-grad,Separated,Machine-op-inspct,Other-relative,White,Female,40,United-States
11744,26,Private,HS-grad,Divorced,Sales,Unmarried,White,Female,30,United-States
54459,26,Private,12th,Never-married,Craft-repair,Other-relative,Other,Male,48,Guatemala
58244,39,Private,12th,Divorced,Sales,Not-in-family,White,Female,40,United-States
57646,23,Private,7th-8th,Never-married,Farming-fishing,Unmarried,Other,Male,36,Mexico
13231,26,Private,HS-grad,Never-married,Craft-repair,Other-relative,White,Male,60,United-States
60573,35,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,38,United-States
65638,59,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States
24599,62,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States
63036,41,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States
57173,41,Private,Assoc-acdm,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States
22512,24,Private,9th,Divorced,Other-service,Own-child,White,Female,40,United-States
52377,37,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States
43278,38,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,40,United-States
84700,43,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Black,Male,40,United-States
9199,26,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,40,United-States
19588,36,Local-gov,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,65,United-States
95946,42,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,35,United-States
72517,31,Private,11th,Never-married,Other-service,Not-in-family,White,Male,40,United-States
74321,28,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States
79784,51,Self-emp-not-inc,HS-grad,Divorced,Sales,Not-in-family,White,Female,44,United-States
79687,39,Private,Bachelors,Divorced,Adm-clerical,Unmarried,White,Male,40,United-States
38127,71,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,15,United-States
72403,51,Federal-gov,Masters,Widowed,Sales,Unmarried,White,Male,50,El-Salvador
86274,51,Private,HS-grad,Never-married,Craft-repair,Unmarried,White,Female,45,Mexico
34888,44,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,45,Laos
23347,20,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States
96895,46,Self-emp-not-inc,Bachelors,Divorced,Other-service,Unmarried,Asian-Pac-Islander,Female,60,South
55517,19,Private,HS-grad,Never-married,Sales,Own-child,White,Male,40,United-States
31040,38,Private,Bachelors,Married-civ-spouse,Craft-repair,Wife,White,Female,40,United-States
18955,47,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,46,United-States
93849,34,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,40,United-States
69320,59,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
44992,33,Private,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,45,United-States
75991,29,Local-gov,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States
65025,29,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,35,United-States
52283,32,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States
54452,43,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,United-States
22616,20,State-gov,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,White,Male,30,United-States
82361,28,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,United-States
210,30,Private,Assoc-acdm,Never-married,Tech-support,Not-in-family,White,Female,40,United-States
31184,26,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States
99833,63,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
62962,23,Self-emp-inc,Bachelors,Divorced,Sales,Not-in-family,White,Female,43,United-States
1422,18,Private,12th,Never-married,Other-service,Own-child,White,Female,20,United-States
96620,38,State-gov,HS-grad,Divorced,Other-service,Unmarried,White,Female,20,United-States
84686,51,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Male,44,United-States
71766,31,Private,Some-college,Divorced,Other-service,Not-in-family,White,Female,15,United-States
83758,21,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
6831,26,Private,10th,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States
85481,42,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States
62405,38,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States
58480,34,Private,Masters,Divorced,Prof-specialty,Own-child,White,Female,60,United-States
78363,34,Private,Bachelors,Never-married,Other-service,Not-in-family,White,Female,35,United-States
29542,65,Self-emp-not-inc,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States
33600,26,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States
91730,52,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States
15369,29,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,40,United-States
53363,42,State-gov,HS-grad,Never-married,Protective-serv,Not-in-family,White,Male,40,United-States
34494,33,Self-emp-not-inc,Some-college,Never-married,Farming-fishing,Not-in-family,White,Male,70,United-States
67549,20,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States
16205,31,Self-emp-inc,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,65,United-States
94712,20,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Female,15,United-States
31239,74,Private,10th,Divorced,Other-service,Not-in-family,White,Female,1,United-States
81469,54,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States
1347,51,Local-gov,Assoc-voc,Divorced,Adm-clerical,Unmarried,White,Female,50,United-States
46701,30,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,50,United-States
7636,25,Private,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,44,United-States
28955,55,Private,9th,Divorced,Craft-repair,Unmarried,White,Female,37,United-States
93813,43,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States
32527,59,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,38,United-States
87361,39,Private,Bachelors,Never-married,Exec-managerial,Other-relative,Black,Male,45,United-States
19963,38,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,37,United-States
40953,40,Private,Assoc-acdm,Married-civ-spouse,Tech-support,Husband,White,Male,60,United-States
5836,44,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
26230,53,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,United-States
10316,58,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,62,Canada
1658,37,Self-emp-not-inc,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States
74727,36,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,35,United-States
82523,52,Local-gov,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
75015,37,Private,Some-college,Widowed,Craft-repair,Unmarried,White,Male,40,United-States
84083,21,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States
71282,38,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,50,United-States
46243,35,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
21793,28,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States
78645,28,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States
11182,40,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,United-States
65192,68,Private,HS-grad,Widowed,Exec-managerial,Not-in-family,White,Female,10,United-States
83439,66,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States
15299,48,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,United-States
93338,31,Local-gov,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States
29876,29,Private,HS-grad,Never-married,Adm-clerical,Other-relative,White,Female,40,United-States
13909,48,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States
28792,45,Self-emp-not-inc,Some-college,Never-married,Farming-fishing,Not-in-family,White,Male,50,United-States
8440,32,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,60,United-States
57790,46,Private,HS-grad,Widowed,Adm-clerical,Unmarried,White,Female,43,United-States
61224,20,Private,10th,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Male,40,United-States
94242,46,Federal-gov,Assoc-voc,Divorced,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Female,60,United-States
2389,50,Private,10th,Separated,Adm-clerical,Not-in-family,Black,Female,47,Jamaica
53536,54,Private,10th,Separated,Transport-moving,Unmarried,Black,Male,45,United-States
49309,23,Local-gov,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,60,United-States
74690,31,Federal-gov,Bachelors,Separated,Prof-specialty,Not-in-family,White,Male,40,United-States
78845,27,State-gov,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Female,40,Germany
36474,41,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
50051,37,Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,United-States
96091,29,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,70,United-States
39972,40,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,28,United-States
41222,63,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,30,United-States
83632,23,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,40,United-States
19925,42,Private,10th,Never-married,Transport-moving,Unmarried,White,Male,40,United-States
73573,38,Private,Assoc-voc,Married-civ-spouse,Tech-support,Wife,White,Female,40,United-States
77126,52,Private,5th-6th,Married-civ-spouse,Sales,Wife,White,Female,15,El-Salvador
46901,60,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Transport-moving,Wife,White,Female,15,Germany
42664,38,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,40,United-States
96396,44,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,32,United-States
87506,24,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,30,United-States
56717,59,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
14877,32,Private,Bachelors,Married-civ-spouse,Adm-clerical,Other-relative,White,Male,40,Philippines
77745,22,Private,HS-grad,Never-married,Other-service,Unmarried,White,Female,40,United-States
63339,35,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States
38109,37,State-gov,Assoc-voc,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States
48882,55,Private,Bachelors,Married-civ-spouse,Other-service,Other-relative,Asian-Pac-Islander,Male,35,Philippines
51144,17,Private,10th,Never-married,Other-service,Own-child,White,Male,20,United-States
74048,23,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,40,United-States
88260,25,Federal-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States
79200,37,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States
74521,48,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,44,United-States
21644,65,Local-gov,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,28,United-States
46649,23,Private,Bachelors,Never-married,Other-service,Own-child,White,Female,25,United-States
45958,44,Private,Some-college,Divorced,Machine-op-inspct,Not-in-family,White,Male,40,United-States
91701,39,State-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States
42096,19,Private,11th,Never-married,Craft-repair,Other-relative,White,Male,25,United-States
27023,56,Self-emp-not-inc,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,45,United-States
50859,57,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States
37163,47,Local-gov,Some-college,Never-married,Adm-clerical,Not-in-family,Black,Male,40,United-States
90936,39,Private,Masters,Never-married,Prof-specialty,Own-child,White,Female,40,United-States
44264,30,Self-emp-not-inc,11th,Never-married,Craft-repair,Not-in-family,White,Male,45,United-States
15399,45,Self-emp-not-inc,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,45,France
23517,29,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,50,United-States
93613,42,Private,12th,Never-married,Farming-fishing,Own-child,White,Male,40,United-States
58495,24,Private,11th,Never-married,Adm-clerical,Not-in-family,White,Female,40,Germany
13595,29,State-gov,Assoc-voc,Never-married,Tech-support,Not-in-family,White,Female,64,United-States
11376,27,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States
61564,31,Self-emp-inc,Assoc-voc,Divorced,Sales,Not-in-family,White,Male,40,United-States
23312,33,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,50,Hong
85202,33,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,84,United-States
22597,35,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States
64761,69,Private,11th,Never-married,Machine-op-inspct,Not-in-family,White,Female,40,United-States
49999,37,Private,Some-college,Married-civ-spouse,Tech-support,Wife,White,Female,40,United-States
19220,31,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States
73650,48,Private,HS-grad,Divorced,Sales,Unmarried,White,Female,30,United-States
75304,30,Local-gov,HS-grad,Never-married,Protective-serv,Own-child,Black,Female,40,United-States
1789,26,Private,5th-6th,Never-married,Farming-fishing,Other-relative,Black,Male,40,Mexico
55915,17,Local-gov,11th,Never-married,Craft-repair,Own-child,White,Male,35,United-States
36112,66,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,20,United-States
44025,22,State-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States
26521,17,Private,11th,Never-married,Adm-clerical,Own-child,White,Male,15,United-States
77508,25,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States
65466,52,Federal-gov,HS-grad,Never-married,Adm-clerical,Not-in-family,Black,Male,40,United-States
67659,52,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,8,United-States
57432,28,Self-emp-not-inc,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States
77790,73,Self-emp-inc,10th,Widowed,Sales,Unmarried,White,Female,40,Canada
79189,42,Private,Some-college,Divorced,Sales,Unmarried,White,Female,43,United-States
65205,28,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,40,Cambodia
69563,39,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,Cuba
35453,32,Private,11th,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,40,United-States
12857,33,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,55,United-States
21338,28,Private,Some-college,Never-married,Transport-moving,Not-in-family,White,Male,50,United-States
5528,39,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,50,Germany
33051,35,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Wife,Black,Female,40,United-States
96564,44,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,45,United-States
65656,44,Self-emp-inc,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States
29998,42,Private,Masters,Divorced,Tech-support,Unmarried,Black,Female,35,United-States
39490,37,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States
76,23,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,40,United-States
37560,34,Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,Black,Male,50,United-States
46556,22,Private,5th-6th,Never-married,Machine-op-inspct,Not-in-family,White,Male,30,Mexico
37542,25,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States
57432,25,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States
10926,34,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,44,United-States
66970,60,Private,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States
30921,34,Private,HS-grad,Married-civ-spouse,Craft-repair,Other-relative,Amer-Indian-Eskimo,Male,40,United-States
10024,36,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,Black,Female,40,United-States
42801,21,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,40,United-States
85340,21,Private,Some-college,Never-married,Sales,Own-child,White,Male,30,United-States
25109,44,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States
99132,31,Private,Some-college,Never-married,Exec-managerial,Own-child,White,Male,40,United-States
44345,39,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States
31517,28,Private,HS-grad,Never-married,Craft-repair,Unmarried,White,Male,40,Mexico
29627,23,Private,Bachelors,Never-married,Tech-support,Own-child,White,Female,40,United-States
79453,42,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States
81458,18,Private,9th,Never-married,Sales,Own-child,White,Female,42,United-States
10466,31,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Mexico
25056,19,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Male,20,United-States
80228,41,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,35,United-States
55908,51,Private,10th,Divorced,Other-service,Unmarried,White,Female,25,United-States
5465,30,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States
28823,25,Private,HS-grad,Separated,Exec-managerial,Unmarried,White,Female,37,United-States
41157,28,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,45,United-States
65439,25,Private,Assoc-acdm,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,40,Jamaica
2870,38,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States
24487,24,Private,Bachelors,Never-married,Machine-op-inspct,Not-in-family,White,Female,32,United-States
59321,42,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States
57738,51,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,38,United-States
19596,40,Private,7th-8th,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,42,Cambodia
43016,47,Private,Some-college,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,United-States
66302,36,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States
70271,18,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,27,United-States
78495,22,Private,HS-grad,Never-married,Machine-op-inspct,Other-relative,White,Male,55,United-States
95930,75,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,35,United-States
5218,41,Federal-gov,Some-college,Married-civ-spouse,Transport-moving,Wife,White,Female,40,United-States
69301,30,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States
59349,22,Private,Some-college,Never-married,Craft-repair,Own-child,White,Male,40,United-States
22388,33,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,40,United-States
7305,29,Private,Some-college,Married-civ-spouse,Other-service,Wife,Amer-Indian-Eskimo,Female,40,United-States
